Article Name,Topic_0,Topic_2,Topic_5,Topic_1,Topic_4,Topic_3
Economic evaluation of potential locations for remanufacturing in an extended supply chain A ca,0.1351795792579651,0.31617480516433716,0.10913752019405365,0.15340760350227356,0.28591781854629517,
Enabling low-carbon hydrogen supply chains through use of biomass and carbon capture and storag,,,,0.3523082137107849,0.6124373078346252,
Environmental-and-economic-assessment-of-castor-oil-supply-chain-A-case-study_2020_MDPI,,,,,0.4386737048625946,0.458046555519104
Evaluation of green supply chain management practices under uncertainty environment Case study ,0.4115184247493744,0.5045580267906189,,,,
Exploration of alternative supply chains and distributed manufacturing in response to COVID-19 ,,0.35996901988983154,0.14044013619422913,,0.27104318141937256,0.19262270629405975
Exploring-the-supply-chain-management-of-fair-trade-business-case-study-of-a-fair-trade-craft-c,0.5593392252922058,,,,,0.3762231469154358
Fish-Supply-Chain-Model-in-Traditional-Market-Case-Study-of-Beringharjo-Market-Yogyakarta_2020_,,0.17077969014644623,,,,0.8125758767127991
Fuzzy Cognitive Maps analysis of Green Supply Chain Management A case study approach,0.6623927354812622,0.24805177748203278,,,,
Green Supply Chain Operation Reference (Green SCOR) Performance Evaluation,0.1844654083251953,0.6866977214813232,,,0.12795773148536682,
How to increase the sustainability of the agri-food supply chain through innovations in 4.0 per,0.2468104213476181,0.1809372752904892,0.238885760307312,,,0.25590571761131287
Implementation of Supply Chain Risk Management (SCRM) Using House of Risk (HOR) Case Study on S,,0.9144120216369629,,,,
Improving-supply-chain-transparency-between-a-manufacturer-and-suppliers-A-triadic-case-study_2,0.1686805933713913,0.5799465179443359,0.21465536952018738,,,
Investigating the impact of supply chain management on the performance of manufacturing industr,0.48534074425697327,0.4361557364463806,,,,
Investigations into control strategies of supply chain planning models a case study,,0.2376115620136261,,0.6676873564720154,,
Joining up optimisation of wood supply chains with forest management A case study of North Kare,,,,0.48098886013031006,0.3482099175453186,0.12300021201372147
Legal-steps-to-secure-the-tobacco-supply-Chain-A-case-study-of-Poland_2020_MDPI,,,0.3628362715244293,,,0.5607014298439026
Leveraging a Bayesian network approach to model and analyze supplier vulnerability to severe we,,0.7414572834968567,,,0.12536898255348206,
Life cycle assessment-based multiobjective optimisation of synthetic natural gas supply chain c,,,,0.19995810091495514,0.7356257438659668,
Modelling reverse supply chain through system dynamics for realizing the transition towards the,0.31516534090042114,,,,0.46606674790382385,
Nonlinear-impact-of-supply-chain-finance-on-the-performance-of-seafood-firms-A-case-study-from-,0.5978386998176575,0.21614645421504974,,0.18501713871955872,,
operational excellence in a green supply chain for environmental management A case study,0.378516286611557,0.4710536599159241,,,0.150030717253685,
Optimal-design-for-biodiesel-supply-chain-Case-study_2020_River-Publishers,,,,0.6264044046401978,0.19608280062675476,0.10845915973186493
Optimising fuel supply chains within planetary boundaries A case study of hydrogen for road tra,,,,0.17238469421863556,0.7173213958740234,
Optimization-Model-for-Fresh-Fruit-Supply-Chains-CaseStudy-of-Dragon-Fruit-in-Vietnam_2020_MDPI,,,,0.2579997181892395,,0.740492045879364
Optimization-of-the-algal-biomass-to-biodiesel-supply-chain-Case-studies-of-the-state-of-Oklaho,,,,0.7903774976730347,0.11565563082695007,
Optimization-of-the-Supply-Chain-in-the-Production-of-Ethanol-from-Agricultural-Biomass-Using-M,,,,0.7843853235244751,0.14385588467121124,
Performance analysis and traceability system using SCOR method in the orange fruit supply chain,0.22839948534965515,0.26241257786750793,0.14438466727733612,,,0.35289251804351807
Performance evaluation of closed-loop supply chain in bottled water industry A case study,0.2534388601779938,0.557625412940979,,,0.18164536356925964,
Periurban-organic-agriculture-and-short-food-supply-chains-as-drivers-for-strengthening-cityreg,0.23994293808937073,,,,,0.6796585321426392
Proposing-a-supply-chain-collaboration-framework-for-synchronous-flow-implementation-in-the-aut,0.5940688252449036,0.2471105009317398,,,,
Research-on-the-evaluation-of-synergy-effect-of-green-supply-chain-management-in-iron-and-steel,0.4763028025627136,0.2943534553050995,,,0.202898308634758,
Review of green supply chain management in manufacturing A case study,0.6732119917869568,0.1008416935801506,,,0.22288420796394348,
Risk-assessment-of-new-energy-vehicle-supply-chain-based-on-variable-weight-theory-and-cloud-mo,0.24003951251506805,0.46889156103134155,,0.11016038060188293,0.10432485491037369,
Selection-of-Suppliers-in-the-Green-Supply-Chain-Case-Study-With-MultiCriteria-Decision_2020_Ce,0.43409547209739685,0.44150081276893616,,,,
Short-food-supply-chainsa-growing-movement-The-case-study-of-the-Viseu-Do-Lafes-Region_2020_De-,0.25309205055236816,,,,,0.7051466703414917
Supply Chain Finance for Targeted Poverty Alleviation A Case Study of Suning,0.43784579634666443,,0.13645435869693756,,,0.4184500575065613
Supply Chain Management Information System of Duck Meat at Madura Island (Case Study at Sinjay ,,0.18394890427589417,,,,0.7439067363739014
Supply Chain Performance Analysis Using Hybrid Overall Equipment Effectiveness and Discrete Eve,,0.6734704375267029,,,0.24491871893405914,
Supply chain performance measurement and improvement of palm oil agroindustry A case study at R,0.13060154020786285,0.5191789865493774,,,,0.3288419544696808
Sustainable Business Model Innovation in the Furniture Supply Chain A Case Study,0.6373276114463806,0.11104657500982285,,,0.13906162977218628,
"The analysis of supply chain of Gayo Arabica Coffee (case study Atu Lintang District, Central A",,,,,,0.94478440284729
The efficiency of food supply chain engineering (case study in ukraine),0.3603699505329132,0.4535415768623352,,,,0.1003967896103859
The improvement of the high value-added supply chain A cordyceps beverage case study,0.24204035103321075,0.42816486954689026,,,,0.2936977446079254
The relationship between supply chain management and organization performance A case study,0.9029744267463684,,,,,
The role funding based non cash loan in the form of supply chain financing on elevated road pro,0.10608723759651184,0.2814880311489105,0.3124332129955292,,,0.2925773561000824
The-coexistence-of-local-and-global-food-supply-chains-The-lombardy-region-case-study_2020_MDPI,0.1831812858581543,,,,,0.7198144793510437
Timebased-process-mapping-for-lead-time-compression-in-the-apparel-supply-chain-A-case-study_20,0.19158881902694702,0.6142489910125732,0.16147232055664062,,,
Topology of International Supply Chain Networks A Case Study Using Factset Revere Datasets,0.4525487720966339,0.10269170999526978,,0.24267591536045074,,0.1752157360315323
Towards environmental sustainability A case study of green supply chain management practice,0.9154762029647827,,,,,
Transparency-for-multitier-sustainable-supply-chain-management-A-case-study-of-a-multitier-tran,0.5871065855026245,,0.36594271659851074,,,
Vendor-managed-inventory-for-multivendor-singlemanufacturer-supply-chain-A-case-study-of-instan,,0.36569055914878845,,0.5819078683853149,,
Waste-reduction-for-green-service-supply-chainthe-case-study-of-a-payment-service-provider-in-I,0.25017526745796204,0.3025222420692444,0.2579723596572876,,0.10112377256155014,
A dynamic risk assessment model to assess the impact of the coronavirus (COVID-19) on the susta,,0.34404537081718445,,0.2466166466474533,0.2296476513147354,
A multi-objective optimal decision model for a green closed-loop supply chain under uncertainty,,0.12771901488304138,,0.6265062689781189,0.19145575165748596,
A multi-period multi-modal stochastic supply chain model under COVID pandemic A poultry industr,,0.24833805859088898,,0.5701309442520142,,0.17872095108032227
A-framework-for-green-supply-chain-management-in-the-construction-sector-A-case-study-in-iNdone,0.5125471353530884,0.16643701493740082,,,0.28931498527526855,
A-hybrid-supply-chain-risk-management-approach-for-lean-green-performance-based-on-AHP-RCA-and-,0.4995685815811157,,,,,0.46021488308906555
A-mathematical-model-for-a-blood-supply-chain-network-with-the-robust-fuzzy-possibilistic-progr,0.3332059383392334,0.5026265382766724,,,0.10682383179664612,
A-robust-multiobjective-fuzzy-model-for-a-green-closedloop-supply-chain-network-under-uncertain,,0.1694023311138153,,0.8170926570892334,,
A-spherical-fuzzy-analytic-hierarchy-process-Sfahp-and-combined-compromise-solution-cocoso-algo,0.14589062333106995,0.4103458821773529,0.3888280689716339,,,
Agricultural-cooperatives-participating-in-vegetable-supply-chain-integration-A-case-study-of-a,0.4853546619415283,0.43520650267601013,,,,
Analysis-of-Security-Criteria-for-IoTBased-Supply-Chain-A-Case-Study-of-FMCG-Industries_2021_Sc,,0.12061960250139236,,0.6878865957260132,0.10554416477680206,
Analysis-of-the-agility-of-the-automotive-industry-supply-chain-in-times-of-COVID19-A-case-stud,0.5876017212867737,0.19271598756313324,,,,
Artificial intelligence (AI)-enhanced medical drones in the healthcare supply chain (HSC) for s,0.11481823772192001,0.40587496757507324,,0.4369133710861206,,
Blockchain-Enabled Supply Chain Traceability in the Textile,0.161719411611557,,0.7219724059104919,,,
Blockchainenabled-supply-chain-traceability-in-the-textile-and-apparel-supply-chain-A-case-stud,0.3488091230392456,0.17074154317378998,0.47938355803489685,,,
Boeing-737-MAX-A-case-study-of-failure-in-a-supply-chain-using-system-of-systems-framework_2021,0.4146990180015564,0.10821660608053207,0.44154953956604004,,,
Comparison between centralized and decentralized supply chains of autologous chimeric antigen r,,0.5190176963806152,,0.1353103369474411,0.23166877031326294,
Cooperation-in-the-supply-chain-of-fisheries-A-case-study-of-the-north-central-region-Vietnam_2,0.7063751816749573,,,,,0.18257936835289001
Designing-a-disruptionaware-supply-chain-network-considering-precautionary-and-contingency-stra,,0.45038077235221863,,0.4801316559314728,,
Designing-a-sustainable-agile-retail-supply-chain-using-multiobjective-optimization-methods-Cas,,0.32965248823165894,,0.5724543333053589,,
Designing-a-sustainable-biofuel-supply-chain-by-considering-carbon-policies-a-case-study-in-Ira,0.1315314769744873,,,0.5873603224754333,0.24841895699501038,
Designing-blockchain-systems-to-prevent-counterfeiting-in-wine-supply-chains-a-multiplecase-stu,0.11526917666196823,,0.696114718914032,,,0.11411090940237045
Do-risk-events-increase-supply-chain-uncertainty-A-case-study_2021_Taylor-and-Francis-Ltd,0.3581393361091614,0.5389959812164307,,,,
Economic and environmental performances of natural gas for heavy trucks A case study on the Fre,0.11367069184780121,,,0.13627935945987701,0.6597165465354919,
Economic-Analysis-of-Developing-a-Sustainable-Aviation-Fuel-Supply-Chain-Incorporating-With-Car,,,,0.206072136759758,0.44296789169311523,0.33633866906166077
Economic-pricing-of-complex-products-in-a-competitive-closedloop-supply-chain-network-under-unc,,0.17578932642936707,,0.683618426322937,,
Ecotourism supply chain during the COVID-19 pandemic A real case study,,0.3702565133571625,,0.38065898418426514,,0.16017910838127136
Exploring systemic factors creating uncertainty in complex engineer-to-order supply chains Case,0.426262229681015,0.35355374217033386,0.15192346274852753,,,
How-to-evaluate-supply-chain-risks-including-sustainable-aspects-A-case-study-from-the-German-i,0.4894056022167206,0.44408130645751953,,,,
Identification of environmental supply chain bottlenecks a case study of the Ethiopian healthca,0.38102221488952637,0.44886529445648193,,,,
Improvement-of-Service-Quality-in-the-Supply-Chain-of-Commercial-BanksA-Case-Study-in-Vietnam_2,0.28040432929992676,0.5557810068130493,,0.11377794295549393,,
Incorporating-environmental-perspective-in-integrated-strategictactical-economic-optimization-m,,,,0.7391887307167053,0.2166130691766739,
Influence-of-Blockchain-Adoption-on-Technology-Transfer-Performance-and-Supply-Chain-Integratio,0.5569424629211426,0.13857227563858032,0.2964151203632355,,,
Integrated-horticultural-practices-for-improving-apple-supply-chain-sustainability-A-case-study,,,,,0.1666676253080368,0.6519078016281128
Integrated-reverse-supply-chain-model-for-food-waste-based-on-industry-40-revolutions-A-case-st,0.1020265594124794,0.1439751237630844,0.21210747957229614,,0.3572690784931183,0.132518008351326
Key-challenges-and-opportunities-for-an-effective-supply-chain-system-in-the-catalyst-recycling,0.4908462464809418,,,,0.2948927879333496,
Learning from early adopters of blockchain technology A systematic review of supply chain case ,0.18920886516571045,,0.7461073994636536,,,
Mapping-postharvest-waste-in-perishable-supply-chains-through-system-dynamics-A-Sri-Lankan-case,0.1595749408006668,0.1355837732553482,,,0.11293786019086838,0.4562093913555145
Method-of-medical-equipment-evaluation-and-preparation-for-ondemand-additive-manufacturing-with,,0.44140443205833435,0.34223929047584534,,0.17022667825222015,
Modeling cost-effective monitoring schemes for food safety contaminants Case study for dioxins ,,0.16674678027629852,,0.22650040686130524,,0.5812147259712219
Modern-short-food-supply-chain-good-agricultural-practices-and-sustainability-A-conceptual-fram,0.2325887233018875,,,,,0.685693621635437
Predictive-sales-and-operations-planning-based-on-a-statistical-treatment-of-demand-to-increase,,0.6528115272521973,,0.2939867377281189,,
Redesigning-the-municipal-solid-waste-supply-chain-considering-the-classified-collection-and-di,,,,0.31849050521850586,0.6565850973129272,
Requirements-for-blockchain-technology-in-supply-chain-management-An-exploratory-case-study_202,0.15676183998584747,,0.8066244721412659,,,
Reshoring-decisions-for-adjusting-supply-chains-in-a-changing-world-A-case-study-from-the-appar,0.6097896695137024,0.2075912058353424,,,,
Resilience-and-digitalization-in-short-food-supply-chains-A-case-study-approach_2021_MDPI-AG,0.42381367087364197,0.1723748743534088,0.1599995195865631,,,0.24313299357891083
Resilient-supplier-selection-in-complex-products-and-their-subsystem-supply-chains-under-uncert,,0.5060316920280457,,0.46145787835121155,,
Review-of-supply-chain-based-embodied-carbon-estimating-method-A-case-study-based-analysis_2021,,0.14350488781929016,0.17856433987617493,,0.6716016530990601,
Sanction-Avoidance-and-the-Illegal-Wildlife-Trade-A-Case-Study-of-an-Urban-Wild-Meat-Supply-Cha,0.21371637284755707,0.15361878275871277,,,,0.5532214641571045
Social-impact-analysis-of-products-under-a-holistic-approach-A-case-study-in-the-meat-product-s,0.24797269701957703,0.17655442655086517,,,0.2365436851978302,0.33768847584724426
Software-supply-chain-attacks-a-threat-to-global-cybersecurity-SolarWinds-case-study_2021_Inter,,0.15036863088607788,0.6976512670516968,,,
Stability in the inefficient use of forecasting systems A case study in a supply chain company,0.3389246463775635,0.3993806838989258,0.24627886712551117,,,
Stakeholder management in sustainable supply chains A case study of the bioenergy industry,0.7817306518554688,,0.10630540549755096,,,
Stakeholder-Influence-on-Sustainable-Supply-Chain-Management-A-Case-Study-of-a-German-Apparel-F,0.9355161786079407,,,,,
Supply-Chain-Decision-Model-Based-on-Blockchain-A-Case-Study-of-Fresh-Food-ECommerce-Supply-Cha,0.19902445375919342,,0.47500377893447876,,,0.23164573311805725
Supply-chain-integration-and-resilience-in-Chinas-pig-sector-case-study-evidences-from-emerging,0.4325363039970398,0.25302574038505554,,,,0.2771124243736267
Supply-Chain-Management-of-Litchi-A-Case-Study-in-Sonitpur-District-of-Assam_2021_AESSRA,0.10626304894685745,,,,,0.7259547114372253
The-integration-of-LARG-supply-chain-paradigms-and-supply-chain-sustainable-performance-A-case-,0.567551851272583,0.3972431719303131,,,,
Twostage-production-system-pondering-upon-corporate-social-responsibility-in-food-supply-chain-,0.48524966835975647,,,0.2798886001110077,,0.13453666865825653
Using-transportation-problem-in-humanitarian-supply-chain-to-prepositioned-facility-locations-a,,0.3434367775917053,,0.2741398811340332,,0.2828283905982971
Value-of-data-in-multilevel-supply-chain-decisions-a-case-study-in-the-Dutch-floriculture-secto,0.19590537250041962,0.4329870045185089,0.267228364944458,,,
"A new blockchain system design to improve the supply chain of engineering, procurement and cons",,0.2669162154197693,0.6661715507507324,,,
A sustainable competitive supply chain network design for a green product under uncertainty A c,0.2825257480144501,,,0.4997127950191498,,0.14049305021762848
A theoretical framework of smart supply chain innovation for going global companies a multi-cas,0.7392566204071045,,0.19971144199371338,,,
A-Biobjective-Cold-Supply-Chain-for-Perishable-Products-Considering-Quality-Aspects-A-Case-Stud,,0.3268671929836273,,0.5981196165084839,,
A-fuzzy-chanceconstrained-programming-model-for-integrated-planning-of-the-wheat-supply-chain-c,0.14312651753425598,0.5268757939338684,,,0.214419424533844,
A-Novel-ScenarioBased-Biobjective-Optimization-Model-for-Sustainable-Food-Supply-Chain-During-t,,,,0.841630756855011,,0.10602463036775589
Adaptive model to increase resilience for emerging supply chains within the circular economy an,,0.15465401113033295,,0.36549124121665955,0.4309006929397583,
An optimization approach to increasing sustainability and enhancing resilience A Qatar case stu,0.18379448354244232,0.3135736882686615,0.41767242550849915,,,
An-integrated-dynamic-model-to-locate-a-competitive-closedloop-supply-chain-facility-under-cond,0.3061980605125427,0.17241036891937256,,,,0.4325346350669861
Analysis-of-the-Challenges-of-Artificial-Intelligence-of-Things-AIoT-for-the-Smart-Supply-Chain,,0.6017853021621704,,,,0.3041899502277374
Analysis-of-the-Vulnerability-and-Resilience-of-the-Tourism-Supply-Chain-under-the-Uncertain-En,0.10372743755578995,0.19939768314361572,,0.669996440410614,,
Analyzing the Effects of Covid-19 on Food Supply Chains A Case Study on Ranking the Obstacles w,0.10018917918205261,0.181296244263649,,0.4575388431549072,,0.2480190247297287
Artificial-intelligence-in-operations-management-and-supply-chain-management-an-exploratory-cas,0.21198755502700806,0.2938576340675354,0.4561220109462738,,,
Assessment-of-Energy-Efficiency-Measures-in-Food-Cold-Supply-Chains-A-Dairy-Industry-Case-Study,,0.11034926027059555,,,0.5191810727119446,0.2417922466993332
Blockchain is not a silver bullet for agro-food supply chain sustainability Insights from a cof,0.137799471616745,,0.4565448760986328,,,0.3592890799045563
Blockchain-Based Traceability System From the Users' Perspective A Case Study of Thai Coffee Su,,,0.709748387336731,,,0.2154541015625
Blockchain-technology-implementation-challenges-in-supply-chains--evidence-from-the-case-studie,0.3702135980129242,,0.5632851123809814,,,
Case-Study-of-the-School-Feeding-Program-in-Distrito-Federal-Brazil-Building-Quality-in-Short-F,0.20659738779067993,,,,,0.6717496514320374
Case-Study-Research-to-Foster-the-Optimization-of-Supply-Chain-Management-through-the-PSS-Appro,0.1476893275976181,0.5403777956962585,0.15021449327468872,,0.11521469801664352,
Cause-related marketing strategy in a supply chain A theoretical analysis and a case study,0.35019877552986145,0.16067826747894287,,0.17348875105381012,,0.21524474024772644
CAUSES-AND-EFFECTS-OF-SUPPLY-CHAIN-NERVOUSNESS-MENA-CASE-STUDY_2022_4S-go-sro,0.22626926004886627,0.6543329954147339,,,,
Collaboration in multi-tier supply chains for reducing empty running a case study in the UK ret,0.25433576107025146,0.45193448662757874,,0.10416532307863235,0.13635781407356262,
Competitive-Green-Supply-Chain-Transformation-with-Dynamic-CapabilitiesAn-Exploratory-Case-Stud,0.8400107622146606,,,,0.13940498232841492,
Conceptual-Framework-for-Supply-Chain-Risk-Management-Study-on-Breakwater-Project-in-Indonesia-,,0.7714753150939941,0.10175573825836182,,,
"Definition, assessment and prioritisation of strategies to mitigate social life-cycle impacts a",0.4232065677642822,0.23575076460838318,,,0.23240625858306885,
Design of biobased supply chains on a life cycle basis A bi-objective optimization model and a ,,,,0.37340039014816284,0.5486049652099609,
Design-of-Supply-Chain-Transportation-Pooling-Strategy-for-Reducing-COsub2sub-Emissions-Using-a,,0.3498234450817108,0.16029250621795654,0.339088499546051,0.1499764621257782,
Designing reverse logistics network for a case study of home-care health medical device waste m,0.10838376730680466,0.5648865699768066,,0.23536273837089539,,
Developing-a-Risk-Reduction-Support-System-for-Health-System-in-Iran-A-Case-Study-in-Blood-Supp,0.3307963013648987,0.5416646003723145,,0.11825023591518402,,
Disruptive-Technologies-for-Achieving-Supply-Chain-Resilience-in-COVID19-Era-An-Implementation-,0.2713395357131958,,0.34020233154296875,,,0.29664888978004456
Distribution-Characteristics-and-Influencing-Factors-of-Supply-Chain-Innovation-Firms-A-Case-St,0.4574318528175354,,,0.3159039318561554,,0.12699384987354279
Effectiveness-of-ginger-supply-chains-in-rural-communities-as-a-form-of-farming-sustainability-,0.1088118925690651,,,,,0.7831174731254578
Evaluating the integration of Blockchain Technologies in Supply Chain Management A case study o,,,0.8141053915023804,,,
Evaluating-the-impacts-of-COVID19-outbreak-on-supply-chain-risks-by-modified-failure-mode-and-e,0.2049417644739151,0.7657158374786377,,,,
Evaluation-of-supply-chain-risks-by-fuzzy-DEMATEL-method-A-case-study-of-iron-and-steel-industr,0.212481290102005,0.7767866253852844,,,,
Examining the impact of E-supply chain on service quality and customer satisfaction a case stud,0.5125495195388794,0.40329861640930176,,,,
EXPLORING-RELATIONSHIP-POWER-IN-SUPPLY-CHAIN-SUSTAINABILITY-PRACTICES-A-CASE-STUDY-OF-A-SOUTH-A,0.8672931790351868,,,,,
Forecasting Extractions in a Closed Loop Supply Chain of Spare Parts An Industrial Case Study,,0.736393392086029,,0.15781767666339874,,
Game-analysis-on-the-quality-and-safety-control-of-pork-supply-chain--The-case-study-of-China_2,0.2036801278591156,0.16428929567337036,,0.10265657305717468,,0.47063004970550537
Heat-and-electricity-supply-chain-expansion-planning-under-the-umbrella-of-energy-hub-A-case-st,,,,0.4967647194862366,0.3979055881500244,
Impacts-of-COVID19-on-the-food-supply-chain-A-case-study-on-Saudi-Arabia_2022_MDPI,0.10959096997976303,0.33285826444625854,,,,0.509238600730896
Incorporating-social-benefits-in-optimal-design-of-bioethanol-supply-chains-a-case-study-in-Chi,0.11182629317045212,,,0.7263918519020081,,
Influence-of-MesoInstitutions-on-Milk-Supply-Chain-Performance-A-Case-Study-in-Rio-Grande-Do-Su,0.3754890561103821,,,,,0.5592584609985352
Integrated-Information-System-of-Material-Resource-Planning-and-Supply-Chain-Procurement-A-Case,,0.718593418598175,0.20917262136936188,,,
Integrating-supply-chain-risk-management-in-agriculture-A-case-study-of-East-Kalimantan-granary,0.12422503530979156,0.6868573427200317,,,,0.1697302609682083
Management-improvement-of-the-supply-chain-of-perishable-agricultural-products-by-combining-the,0.15430380403995514,0.6641249060630798,,,,0.13744209706783295
Many-objective optimization of a three-echelon supply chain A case study in the pharmaceutical ,,0.4654296338558197,,0.4032503068447113,,
Modeling-financial-supply-chain-planning-under-COVID19-conditions-for-working-capital-optimizat,0.15746290981769562,0.29580169916152954,0.12960119545459747,0.3246413469314575,,
Modelling COVID-19 supply chain disruption and recovery A case study from the e-commerce indust,,0.8685547113418579,,,,
MultiObjective-Optimal-Design-of-a-Hydrogen-Supply-Chain-Powered-with-AgroIndustrial-Wastes-fro,,,,0.462296724319458,0.4753645658493042,
Novel-Methodology-to-Assess-Advanced-Biofuel-Production-at-Regional-Level-Case-Study-for-Cereal,,,,0.20399238169193268,0.3703482747077942,0.33246245980262756
Operational excellence in humanitarian logistics and supply chain management through leagile fr,0.27272671461105347,0.5147119164466858,,,,
Optimization-Agricultural-Supply-Chain-A-Case-Study-of-Fertilizer-Supplier-Selection_2022_Tech-,0.18393835425376892,0.5089495778083801,,0.14977547526359558,,0.14139525592327118
Optimization-of-the-Sustainable-Distribution-Supply-Chain-Using-the-Lean-Value-Stream-Mapping-4,0.17472214996814728,0.29436182975769043,0.3750093877315521,,0.10710953921079636,
Optimization-of-transport-costs-and-CO2-emissions-reduction-policies-in-a-continuous-cycle-supp,,0.16236451268196106,,0.5554433465003967,0.2626987099647522,
ORDER PICKING AND LOADING-DOCK ARRIVAL PUNCTUALITY PERFORMANCE INDICATORS FOR SUPPLY CHAIN MANA,0.10234258323907852,0.7987477779388428,,,,
Organizational-Learning-for-Sustainable-Semiconductor-Supply-Chain-Operation-A-Case-Study-of-a-,0.8376604914665222,0.12394760549068451,,,,
Overcoming barriers to supply chain decarbonization Case studies of first movers,0.717322826385498,,,,0.21849733591079712,
Performance Measurement of the Sustainable Supply Chain During the COVID-19 Pandemic A real-lif,0.21471281349658966,0.40999656915664673,,0.15502069890499115,0.17367525398731232,
Pineapple-leaf-fiber-supply-chain-analysis-for-the-sustainability-of-community-enterprise-A-cas,,0.2397681623697281,,,0.11268477141857147,0.5074750185012817
Public-School-Food-Supply-Chain-during-the-COVID19-Pandemic-A-Case-Study-of-the-City-of-Vitria-,,0.2020712047815323,,,,0.709449827671051
Reducing-Rural-Fire-Risk-through-the-Development-of-a-Sustainable-Supply-Chain-Model-for-Residu,,,,,0.31575605273246765,0.42697903513908386
Research-on-financial-risk-management-and-control-of-agricultural-products-supply-chainA-case-s,0.3327055275440216,0.28474774956703186,,,,0.2534530460834503
Research-on-Sustainable-ClosedLoop-Supply-Chain-Synergy-in-Forest-Industry-Based-on-HighQuality,0.2832522988319397,,,0.5233897566795349,0.16009287536144257,
Revisiting the servitization-sustainability link A case study in the professional printing supp,0.5987778902053833,,,,0.20589007437229156,
Risk-management-methodology-in-the-supply-chain-a-case-study-applied_2022_Springer,0.15897753834724426,0.7108110189437866,,,,
Significance-of-Sustainable-Packaging-A-CaseStudy-from-a-Supply-Chain-Perspective_2022_MDPI,0.3058236539363861,,,,0.577898383140564,
Simulation of chain of tanks to augment water supply a case study from Tamil Nadu,,,,0.2383018285036087,0.3572997748851776,0.2890304625034332
STRATEGIC-DIRECTION-OF-INFORMATION-TECHNOLOGY-ON-SUSTAINABLE-SUPPLY-CHAIN-PRACTICES-EXPLORATORY,0.7194429636001587,,0.12020125985145569,,,
Strategizing-Radio-Frequency-Identification-RFID-in-the-Retail-Supply-Chains-of-Pakistan-A-Mult,0.49277567863464355,,0.39604607224464417,,,
Study-protocol-for-developing-a-novel-approach-for-improving-supply-chain-management-for-SARSCo,0.3993244171142578,0.31651028990745544,0.15119263529777527,,,
Supply chain optimization for electricity-based jet fuel The case study Germany,,,,0.22506941854953766,0.7352997064590454,
Supply-chain-network-design-a-case-study-of-the-regional-facilities-analysis-for-a-3D-printing-,0.3010024428367615,0.3403952717781067,0.12984181940555573,0.10554328560829163,,
Supply-Chain-RFID-Solution-Evaluation-Applying-AHP-and-FAHP-Methods-A-Case-Study-of-the-Serbian,,0.4386867880821228,0.39111828804016113,,,
Survival strategies of producers involved in short food supply chains following the outbreak of,0.26950687170028687,0.15488244593143463,,,,0.5233878493309021
Sustainability-in-the-Coffee-Supply-Chain-and-Purchasing-Policies-A-Case-Study-Research_2022_MD,0.7614864706993103,,,,,0.15871350467205048
Sustainable-Integrated-Fuzzy-Optimization-for-Multimodal-Petroleum-Supply-Chain-Design-with-Pip,,,,0.7378491759300232,0.14312292635440826,
Sustainable-Supply-Chain-Management-in-the-Food-Industry-A-Conceptual-Model-from-a-Literature-R,0.9023450613021851,,,,,
Systematic assessment of food traceability information loss A case study of the Bangladesh expo,,0.4070064425468445,0.3185215890407562,,,0.22052502632141113
Tactical-issues-in-managing-asymmetric-supply-chain-relationships-Insights-from-case-studies_20,0.42302554845809937,0.43685382604599,,,,
"Technology-enabled, Rapid-Response Fresh Food Supply Chains A Paradigm and Case Study",0.11824291944503784,0.12396306544542313,0.24697823822498322,0.1486491709947586,,0.3339890241622925
The use of cloud technology for sustainable performance of international supply chains A case s,0.3359110355377197,0.28000426292419434,0.3168678283691406,,,
The-COVID19-Impact-on-Supply-Chain-Operations-of-Automotive-Industry-A-Case-Study-of-Sustainabi,0.5700717568397522,0.4008706510066986,,,,
The-EcoEfficiency-of-Castor-Supply-Chain-A-Greek-Case-Study_2022_MDPI,,,,,0.49596717953681946,0.41163739562034607
The-effect-of-risk-on-supply-chain-performance-and-operator-performance-The-case-study-of-rice-,0.3905669152736664,0.5122314691543579,,,,
The-effect-of-risks-from-the-supply-chain-on-corporate-financial-performance-A-case-study-in-Vi,0.736065149307251,0.25151732563972473,,,,
The-impact-of-a-blockchain-platform-on-trust-in-established-relationships-a-case-study-of-wine-,0.24534815549850464,,0.7372565865516663,,,
The-impact-of-COVID19-on-informal-humanitarian-supply-chains--The-case-study-of-Zimbabwe_2022_A,,0.3391934037208557,,,,0.5313786864280701
The-Impact-of-COVID19-on-the-Italian-Footwear-Supply-Chain-of-Small-and-MediumSized-Enterprises,,0.7287570238113403,,,,0.13138803839683533
THE-RELATIONSHIP-BETWEEN-COOPERATION-SUPPLY-CHAIN-PERFORMANCE-AND-TOUR-OPERATOR-PERFORMANCE-A-C,0.6198792457580566,0.2555568516254425,,,,0.1228114441037178
Timber-Tracking-in-a-Mountain-Forest-Supply-Chain-A-Case-Study-to-Analyze-Functionality-Bottlen,,0.12410733103752136,0.5674676299095154,,0.16882897913455963,
Toward-the-circular-economy-into-the-olive-oil-supply-chain-A-case-study-analysis-of-a-vertical,0.28209739923477173,,,,0.43173113465309143,0.17926208674907684
Traceability-Platform-Based-on-Green-Blockchain-An-Application-Case-Study-in-Dairy-Supply-Chain,,,0.6458070874214172,,,0.24347995221614838
